기준연도,학교명,학기,재학생,학자금대출이용학생비율(%) 전체,학자금대출이용학생비율(%) 등록금
2020,춘천교육대학교,2,"1,324",4.5,1.2
2020,충남대학교,1,"17,516",6.8,2.1
2020,충남대학교,2,"16,694",7.9,1.9
2020,충북대학교,1,"13,045",7.7,2.7
2020,충북대학교,2,"12,575",7.8,2
2020,칼빈대학교,1,498,15.5,12
2020,칼빈대학교,2,522,16.3,13
2020,평택대학교,1,"3,740",13.3,10.3
2020,평택대학교,2,"3,406",15.5,12.5
2020,포항공과대학교,1,"1,352",2.4,0.6
2020,포항공과대학교,2,"1,316",2.5,0.8
2020,한경국립대학교,1,"5,072",10,4.4
2020,한경국립대학교,2,"4,882",9.7,3.5
2020,한국공학대학교,1,"7,031",14.1,11.1
2020,한국공학대학교,2,"6,346",17.8,14
2020,한국과학기술원,1,"3,619",1.5,0.1
2020,한국과학기술원,2,"3,577",1.8,0.4
2020,한국교원대학교,1,"2,386",4.9,1.1
2020,한국교원대학교,2,"2,370",4.5,0.6
2020,한국국제대학교,1,"1,195",11.4,6.8
2020,한국국제대학교,2,"1,543",15.1,8.6
2020,한국기술교육대학교,1,"4,113",6.8,2.2
2020,한국기술교육대학교,2,"3,825",6.2,1.8
2020,한국방송통신대학교,1,"104,613",3,1.7
2020,한국방송통신대학교,2,"92,508",2.8,1.5
2020,한국성서대학교,1,"1,058",20.3,16.3
2020,한국성서대학교,2,955,24.1,18.3
2020,한국예술종합학교,1,"2,647",12.3,6.7
2020,한국예술종합학교,2,"2,534",11.8,6
2020,한국외국어대학교,1,"17,522",10.5,7.8
2020,한국외국어대학교,2,"16,206",10.9,7.2
2020,한국전통문화대학교,1,613,6.7,3.1
2020,한국전통문화대학교,2,550,6.9,2
2020,한국체육대학교,1,"2,447",9.8,2.8
2020,한국체육대학교,2,"2,474",11,2.5
2020,한국침례신학대학교,1,"1,058",22,9.2
2020,한국침례신학대학교,2,"1,191",20.7,9.2
2020,한국항공대학교,1,"3,816",14.1,11.1
2020,한국항공대학교,2,"3,542",15.3,12.4
2020,한남대학교,1,"10,858",11.2,7.5
2020,한남대학교,2,"10,411",11.8,7.3
2020,한동대학교,1,"3,955",15.4,10.6
2020,한동대학교,2,"3,544",16.1,10.3
2020,한라대학교,1,"3,420",12.1,8
2020,한라대학교,2,"3,195",14.1,8.6
2020,한려대학교,1,353,4.8,3.4
2020,한려대학교,2,360,12.8,8.1
2020,한림대학교,1,"7,806",12.4,9
2020,한림대학교,2,"7,351",13.3,8.1
2020,한서대학교,1,"6,809",15.7,11.7
2020,한서대학교,2,"6,494",17.2,12
2020,한성대학교,1,"6,610",12.4,9
2020,한성대학교,2,"6,072",13.9,9.2
2020,한세대학교,1,"2,561",17.5,15.3
2020,한세대학교,2,"2,376",19.7,16.9
2020,한신대학교,1,"5,410",14.1,11.5
2020,한신대학교,2,"4,970",14.8,12
2020,한양대학교,1,"25,280",10.2,6.9
2020,한양대학교,2,"23,756",11.5,7.4
2020,한일장신대학교,1,856,15.2,8.1
2020,한일장신대학교,2,839,17.9,8.2
2020,협성대학교,1,"4,180",15.6,11.6
2020,협성대학교,2,"3,930",16.2,10.6
2020,호남대학교,1,"6,890",10.2,6.5
2020,호남대학교,2,"6,621",11.2,7.3
2020,호남신학대학교,1,490,17.8,11.8
2020,호남신학대학교,2,476,21,12.4
2020,호서대학교,1,"12,108",14.1,10.9
2020,호서대학교,2,"11,706",14.9,10.2
2020,호원대학교,1,"5,273",16.7,11.7
2020,호원대학교,2,"4,671",17.5,10.1
2020,홍익대학교,1,"17,792",10.6,6.6
2020,홍익대학교,2,"17,633",11.4,6.2
2020,화성의과학대학교,1,467,2.1,1.5
2020,화성의과학대학교,2,508,3,2.2
2021,가야대학교(김해),1,"2,022",16.3,10
2021,가야대학교(김해),2,"1,902",17.9,10.2
2021,가천대학교,1,"19,308",12,9.8
2021,가천대학교,2,"18,246",12.6,9.9
2021,가톨릭관동대학교,1,"7,458",15.2,11.3
2021,가톨릭관동대학교,2,"6,812",16.1,11.7
2021,가톨릭꽃동네대학교,1,428,13.3,7.5
2021,가톨릭꽃동네대학교,2,413,15,7.3
2021,가톨릭대학교,1,"8,122",11,7.6
2021,가톨릭대학교,2,"7,356",11.7,7.2
2021,감리교신학대학교,1,740,19.2,14.9
2021,감리교신학대학교,2,707,20.2,14.1
2021,강남대학교,1,"6,597",14.1,10.7
2021,강남대학교,2,"5,882",13.3,8.4
2021,강서대학교,1,"1,629",12.6,11.2
2021,강서대학교,2,"1,436",14.1,12.1
2021,강원대학교,1,"19,297",9.9,4.2
2021,강원대학교,2,"17,534",10.1,3.2
2021,건국대학교,1,"22,765",11.8,8.1
2021,건국대학교,2,"20,581",12.5,7.7
2021,건양대학교,1,"6,754",10.6,6.6
2021,건양대학교,2,"6,453",10.7,5.2
2021,경기대학교,1,"14,033",11.7,8.1
2021,경기대학교,2,"12,987",12.2,7.6
2021,경남과학기술대학교,1,"4,752",10,3.6
2021,경남과학기술대학교,2,"4,270",10.6,2.6
2021,경남대학교,1,"10,792",11.7,6
2021,경남대학교,2,"9,939",12.4,5.6
2021,경동대학교,1,"7,549",17.1,14.7
2021,경동대학교,2,"7,113",18.9,15.8
2021,경북대학교,1,"21,556",8.1,2.5
2021,경북대학교,2,"19,649",8.7,1.7
2021,경상국립대학교,1,"13,549",8.8,2.8
2021,경상국립대학교,2,"12,407",9.4,1.8
2021,경성대학교,1,"12,396",14.1,9.6
2021,경성대학교,2,"11,328",14.3,8.3
2021,경운대학교,1,"4,397",12.9,7.9
2021,경운대학교,2,"4,028",15.1,10.3
2021,경인교육대학교,1,"2,630",6.2,2
2021,경인교육대학교,2,"2,572",6.1,1.3
2021,경일대학교,1,"6,875",11.8,7.7
2021,경일대학교,2,"6,532",12.3,7.2
2021,경희대학교,1,"26,582",10,6.5
2021,경희대학교,2,"24,185",10.4,6
2021,계명대학교,1,"21,302",12.8,8.9
2021,계명대학교,2,"19,924",13.4,8
2021,고려대학교,1,"26,646",8.5,6.1
2021,고려대학교,2,"24,052",9,5.8
2021,고신대학교,1,"3,781",15.4,9.2
2021,고신대학교,2,"3,510",16.5,10
2021,공주교육대학교,1,"1,456",4.5,1.4
2021,공주교육대학교,2,"1,378",5.8,1.5
2021,광신대학교,1,482,14.9,8.1
2021,광신대학교,2,436,17.7,10.1
2021,광운대학교,1,"8,527",10.4,7.7
2021,광운대학교,2,"7,787",10.8,7.1
2021,광주가톨릭대학교,1,79,0,0
2021,광주가톨릭대학교,2,74,0,0
2021,광주과학기술원,1,724,1.4,0.6
2021,광주과학기술원,2,639,2.2,0.5
2021,광주교육대학교,1,"1,330",4.9,1.1
2021,광주교육대학교,2,"1,283",5.5,1.6
2021,광주대학교,1,"6,695",10.5,5.3
2021,광주대학교,2,"6,086",11.6,4.8
2021,광주여자대학교,1,"3,779",10.5,6.3
2021,광주여자대학교,2,"3,659",10.7,4.9
2021,국립강릉원주대학교,1,"7,536",9.4,3.4
2021,국립강릉원주대학교,2,"6,845",9.9,2.6
2021,국립경국대학교,1,"5,357",9.9,3
2021,국립경국대학교,2,"4,876",10.3,1.9
2021,국립공주대학교,1,"12,391",8.4,4
2021,국립공주대학교,2,"11,691",8.6,2.7
2021,국립군산대학교,1,"6,999",8.9,2.7
2021,국립군산대학교,2,"6,264",10.3,2.6
2021,국립금오공과대학교,1,"5,315",10.3,3.7
2021,국립금오공과대학교,2,"4,974",10.1,1.5
2021,국립목포대학교,1,"6,583",11,3.3
2021,국립목포대학교,2,"6,155",12.2,2.2
2021,국립목포해양대학교,1,"2,565",13.1,3.5
2021,국립목포해양대학교,2,"2,480",17.7,2.7
2021,국립부경대학교,1,"15,647",9.1,3.8
2021,국립부경대학교,2,"14,194",9.1,2.5
2021,국립순천대학교,1,"6,686",9.4,3.3
2021,국립순천대학교,2,"6,339",9.4,1.9
2021,국립창원대학교,1,"7,801",8.2,2.8
2021,국립창원대학교,2,"7,109",8.4,2
2021,국립한국교통대학교,1,"8,141",10.6,4.4
2021,국립한국교통대학교,2,"7,462",10.8,2.6
2021,국립한국해양대학교,1,"6,368",10.4,3.1
2021,국립한국해양대학교,2,"5,802",11.9,2.4
2021,국립한밭대학교,1,"8,526",8.4,3.8
2021,국립한밭대학교,2,"7,957",8.5,2.9
2021,국민대학교,1,"15,264",11.6,8.5
2021,국민대학교,2,"13,997",12.2,8.5
2021,극동대학교,1,"3,209",17.5,14.7
2021,극동대학교,2,"3,057",19.4,15.6
2021,금강대학교,1,266,8.3,0.4
2021,금강대학교,2,232,5.6,0
2021,김천대학교,1,"2,803",11.8,7.6
2021,김천대학교,2,"2,496",13.7,8.4
2021,나사렛대학교,1,"4,821",14.5,10.3
2021,나사렛대학교,2,"4,524",15.1,10.4
2021,남부대학교,1,"3,147",10.8,4.7
2021,남부대학교,2,"3,069",10.9,3.4
2021,남서울대학교,1,"9,332",14.1,10.3
2021,남서울대학교,2,"8,900",13.4,8
2021,단국대학교,1,"22,257",13.5,10.2
2021,단국대학교,2,"20,706",13.7,9.7
2021,대구가톨릭대학교,1,"11,737",12.6,8.9
2021,대구가톨릭대학교,2,"10,956",13.6,9.2
2021,대구경북과학기술원,1,700,1.7,0
2021,대구경북과학기술원,2,639,2,0
2021,대구교육대학교,1,"1,572",7.1,2.9
2021,대구교육대학교,2,"1,552",6.6,2.2
2021,대구대학교,1,"16,270",11.8,7.9
2021,대구대학교,2,"15,486",12.6,8.1
2021,대구예술대학교,1,782,20.3,15.9
2021,대구예술대학교,2,725,19.3,14.2
2021,대구한의대학교,1,"6,542",13.5,8.3
2021,대구한의대학교,2,"5,827",14.8,8.7
2021,대신대학교,1,431,15.8,9.7
2021,대신대학교,2,417,17.3,6.2
2021,대전가톨릭대학교,1,33,0,0
2021,대전가톨릭대학교,2,32,0,0
2021,대전대학교,1,"8,619",13.6,8.5
2021,대전대학교,2,"8,140",14.5,8.3
2021,대전신학대학교,1,75,17.3,6.7
2021,대전신학대학교,2,69,14.5,10.1
2021,대진대학교,1,"7,324",16.1,12.8
2021,대진대학교,2,"6,811",16.2,11.9
2021,덕성여자대학교,1,"5,608",13,10
2021,덕성여자대학교,2,"5,240",13.1,9.6
2021,동국대학교,1,"21,302",11.4,8.6
2021,동국대학교,2,"19,132",12.3,8.5
2021,동덕여자대학교,1,"7,130",12.2,8.6
2021,동덕여자대학교,2,"6,568",12.4,7.5
2021,동명대학교,1,"7,637",13.7,7.4
2021,동명대학교,2,"7,157",14,6.7
2021,동서대학교,1,"9,727",17,11.4
2021,동서대학교,2,"9,007",17.2,10.4
2021,동신대학교,1,"6,138",10.7,4.9
2021,동신대학교,2,"5,550",13.1,7.5
2021,동아대학교,1,"18,281",14.3,8.8
2021,동아대학교,2,"17,003",14.5,8.1
2021,동양대학교,1,"3,777",14.1,8.2
2021,동양대학교,2,"3,325",15.7,8.3
2021,동의대학교,1,"14,913",12.7,7.3
2021,동의대학교,2,"14,036",12.6,5.4
2021,루터대학교,1,351,14,9.4
2021,루터대학교,2,310,13.2,8.7
2021,명지대학교,1,"13,938",13,9.6
2021,명지대학교,2,"12,856",13.2,9
2021,목원대학교,1,"7,267",13.6,7.7
2021,목원대학교,2,"6,618",13.9,6.6
2021,목포가톨릭대학교,1,499,11.4,6.8
2021,목포가톨릭대학교,2,487,12.9,6.2
2021,배재대학교,1,"8,086",11.5,7.3
2021,배재대학교,2,"7,043",11.8,7.2
2021,백석대학교,1,"11,882",17.5,13
2021,백석대학교,2,"11,161",17.8,12.1
2021,부산가톨릭대학교,1,"3,846",14.1,9.2
2021,부산가톨릭대학교,2,"3,549",16.3,9.6
2021,부산교육대학교,1,"1,498",5,1.3
2021,부산교육대학교,2,"1,476",5.7,1.6
2021,부산대학교,1,"19,880",9.1,3.4
2021,부산대학교,2,"17,938",9.7,2.6
2021,부산외국어대학교,1,"7,467",14,9.1
2021,부산외국어대학교,2,"6,768",14,7.7
2021,부산장신대학교,1,193,22.8,10.9
2021,부산장신대학교,2,170,27.6,14.1
2021,삼육대학교,1,"5,464",14.1,10.1
2021,삼육대학교,2,"5,019",14.4,9.2
2021,상명대학교,1,"12,112",13.2,9.9
2021,상명대학교,2,"10,964",14.3,10.3
2021,상지대학교,1,"6,621",13.6,9
2021,상지대학교,2,"6,081",14.6,10.4
2021,서강대학교,1,"8,172",7.3,4.5
2021,서강대학교,2,"7,113",8,4
2021,서경대학교,1,"6,500",13.8,11.4
2021,서경대학교,2,"5,939",15.3,12.4
2021,서울과학기술대학교,1,"10,206",9.2,4.4
2021,서울과학기술대학교,2,"9,365",9.2,4.1
2021,서울교육대학교,1,"1,556",3.5,1
2021,서울교육대학교,2,"1,469",3.3,1.2
2021,서울기독대학교,1,461,21,16.9
2021,서울기독대학교,2,411,20.4,16.3
2021,서울대학교,1,"16,045",3.8,2
2021,서울대학교,2,"15,050",3.9,1.7
2021,서울시립대학교,1,"9,023",8.2,2.2
2021,서울시립대학교,2,"8,380",8.6,1.7
2021,서울신학대학교,1,"2,213",21.1,14.9
2021,서울신학대학교,2,"1,973",22.1,13.7
2021,서울여자대학교,1,"7,130",11.2,7.6
2021,서울여자대학교,2,"6,254",11.6,7.8
2021,서울장신대학교,1,389,28.8,22.1
2021,서울장신대학교,2,372,27.4,19.6
2021,서울한영대학교,1,685,16.1,13.6
2021,서울한영대학교,2,622,18.3,15.6
2021,서원대학교,1,"6,771",11.6,7.8
2021,서원대학교,2,"5,985",12.9,8.1
2021,선문대학교,1,"9,257",14,10
2021,선문대학교,2,"8,580",14.7,9
2021,성결대학교,1,"5,418",16.1,14.2
2021,성결대학교,2,"4,968",16.2,13.6
2021,성공회대학교,1,"2,056",14.3,10
2021,성공회대학교,2,"1,791",15.2,8.9
2021,성균관대학교,1,"18,882",6.7,4.6
2021,성균관대학교,2,"17,146",7.3,4.7
2021,성신여자대학교,1,"9,261",11.5,8.2
2021,성신여자대학교,2,"8,412",10.8,6.5
2021,세명대학교,1,"7,273",13.9,10.5
2021,세명대학교,2,"6,658",15.9,11
2021,세종대학교,1,"11,854",11.3,7.6
2021,세종대학교,2,"10,797",11,6.2
2021,세한대학교,1,"3,601",15.1,8.9
2021,세한대학교,2,"3,318",16.1,9
2021,송원대학교,1,"3,030",10.4,6.2
2021,송원대학교,2,"2,793",11.7,6.1
2021,수원가톨릭대학교,1,128,0,0
2021,수원가톨릭대학교,2,121,0,0
2021,수원대학교,1,"8,795",12.2,8.4
2021,수원대학교,2,"8,191",11.1,6.2
2021,숙명여자대학교,1,"10,172",9.5,6.5
2021,숙명여자대학교,2,"9,235",10,7
2021,순복음총회신학교,1,171,18.1,9.9
2021,순복음총회신학교,2,122,20.5,7.4
2021,순천향대학교,1,"10,610",11.6,7.3
2021,순천향대학교,2,"10,142",11.5,6.3
2021,숭실대학교,1,"13,792",10.5,8
2021,숭실대학교,2,"13,169",10.7,7.7
2021,신경주대학교,1,750,7.7,4.3
2021,신경주대학교,2,657,8.2,4.7
2021,신라대학교,1,"8,341",14.3,9.1
2021,신라대학교,2,"7,177",15.4,8.3
2021,신한대학교,1,"6,377",19.2,16.7
2021,신한대학교,2,"6,024",19.8,17
2021,아신대학교,1,549,21.3,15.7
2021,아신대학교,2,483,23.8,14.5
2021,아주대학교,1,"9,692",12.9,10.6
2021,아주대학교,2,"8,747",13.8,10.7
2021,안양대학교,1,"4,580",15.4,13.2
2021,안양대학교,2,"4,284",15.5,13.3
2021,연세대학교,1,"26,112",9.5,6.3
2021,연세대학교,2,"23,910",10.1,5.9
2021,영남대학교,1,"20,550",11.2,7.1
2021,영남대학교,2,"19,095",11.5,6.6
2021,영남신학대학교,1,457,11.6,4.8
2021,영남신학대학교,2,410,13.4,4.6
2021,영산대학교,1,"6,068",10.3,5.2
2021,영산대학교,2,"5,649",10.7,4
2021,영산선학대학교,1,34,0,0
2021,영산선학대학교,2,32,0,0
2021,예수대학교,1,544,11.9,7.5
2021,예수대학교,2,531,12.1,5.3
2021,예원예술대학교,1,"1,471",13.7,11.6
2021,예원예술대학교,2,"1,412",12.1,10.1
2021,용인대학교,1,"5,621",18,14.3
2021,용인대학교,2,"5,251",17.8,13.9
2021,우석대학교,1,"7,276",13.5,8.8
2021,우석대학교,2,"6,638",14.1,9.1
2021,우송대학교,1,"9,408",12.6,10.1
2021,우송대학교,2,"8,290",12.3,8.6
2021,울산과학기술원,1,"1,933",5.7,1.3
2021,울산과학기술원,2,"1,740",5.8,0.9
2021,울산대학교,1,"11,888",11.2,7.8
2021,울산대학교,2,"10,963",12,7.8
2021,원광대학교,1,"14,889",11.4,6.5
2021,원광대학교,2,"13,294",12.9,6.4
2021,위덕대학교,1,"2,761",9.5,6
2021,위덕대학교,2,"2,546",10.7,6.3
2021,유원대학교,1,"3,296",12.9,9.6
2021,유원대학교,2,"3,116",13.4,10
2021,을지대학교,1,"4,534",13.3,10.4
2021,을지대학교,2,"4,441",13.8,10.8
2021,이화여자대학교,1,"15,928",7.3,5
2021,이화여자대학교,2,"14,135",7.3,4.6
2021,인제대학교,1,"8,477",16.1,11.8
2021,인제대학교,2,"8,048",17.1,12
2021,인천가톨릭대학교,1,728,13.3,11
2021,인천가톨릭대학교,2,681,15.4,13.2
2021,인천대학교,1,"11,490",11.2,5.3
2021,인천대학교,2,"10,525",11.3,3.5
2021,인하대학교,1,"17,582",11.9,7.8
2021,인하대학교,2,"16,000",12.6,7.6
2021,장로회신학대학교,1,632,19.3,14.2
2021,장로회신학대학교,2,599,19.7,12.9
2021,전남대학교,1,"18,959",7.4,2.4
2021,전남대학교,2,"17,318",8,1.9
2021,전북대학교,1,"18,153",7.9,2.6
2021,전북대학교,2,"16,535",8.7,1.8
2021,전주교육대학교,1,"1,174",4.8,1.8
2021,전주교육대학교,2,"1,162",5.5,1.4
2021,전주대학교,1,"11,339",11.3,6.5
2021,전주대학교,2,"10,586",12.1,6.9
2021,정석대학,1,60,0,0
2021,정석대학,2,60,0,0
2021,제주국제대학교,1,747,6.4,3.6
2021,제주국제대학교,2,694,6.9,2.7
2021,제주대학교,1,"9,694",7.8,2.3
2021,제주대학교,2,"8,778",8.8,2.3
2021,조선대학교,1,"18,777",11,6.8
2021,조선대학교,2,"17,692",11.4,6.3
2021,중부대학교,1,"7,854",12.7,8.7
2021,중부대학교,2,"7,010",14.7,10.5
2021,중앙대학교,1,"23,938",9.3,6.2
2021,중앙대학교,2,"21,557",9.9,6
2021,중앙승가대학교,1,125,0,0
2021,중앙승가대학교,2,119,0,0
2021,중원대학교,1,"3,935",11.5,7.2
2021,중원대학교,2,"3,366",13.7,8.2
2021,진주교육대학교,1,"1,329",5,1.7
2021,진주교육대학교,2,"1,306",6.1,0.9
2021,차의과학대학교,1,"2,228",12.4,8.3
2021,차의과학대학교,2,"2,062",14.4,9
2021,창신대학교,1,"1,804",9.6,4.2
2021,창신대학교,2,"1,734",10.6,4.2
2021,청운대학교,1,"5,803",14.9,10.1
2021,청운대학교,2,"5,425",14.5,7.9
2021,청주교육대학교,1,"1,190",9.4,3.9
2021,청주교육대학교,2,"1,176",9,3.7
2021,청주대학교,1,"10,776",11.3,8.6
2021,청주대학교,2,"10,137",11.8,8.5
2021,초당대학교,1,"3,222",13.8,8.2
2021,초당대학교,2,"2,978",15.5,9.4
2021,총신대학교,1,"1,610",18.8,13.4
2021,총신대학교,2,"1,453",19.3,11.8
2021,추계예술대학교,1,"1,114",20,16.4
2021,추계예술대학교,2,"1,049",22.2,18.7
2021,춘천교육대학교,1,"1,310",4.8,1.8
2021,춘천교육대학교,2,"1,295",4.8,1.5
2021,충남대학교,1,"17,516",6.8,2.1
2021,충남대학교,2,"15,752",7.4,1.9
2021,충북대학교,1,"13,045",7.7,2.7
2021,충북대학교,2,"12,059",8.6,2
2021,칼빈대학교,1,498,15.5,12
2021,칼빈대학교,2,472,15.9,12.1
2021,평택대학교,1,"3,740",13.3,10.3
2021,평택대학교,2,"3,227",15.2,11.7
2021,포항공과대학교,1,"1,352",2.4,0.6
2021,포항공과대학교,2,"1,208",2.5,0.3
2021,한경국립대학교,1,"5,072",10,4.4
2021,한경국립대학교,2,"4,618",9.5,2.8
2021,한국공학대학교,1,"7,031",14.1,11.1
2021,한국공학대학교,2,"6,444",16.3,13
2021,한국과학기술원,1,"3,619",1.5,0.1
2021,한국과학기술원,2,"3,427",1.6,0.3
2021,한국교원대학교,1,"2,386",4.9,1.1
2021,한국교원대학교,2,"2,298",6,0.9
2021,한국기술교육대학교,1,"4,113",6.8,2.2
2021,한국기술교육대학교,2,"3,651",6.5,1.6
2021,한국방송통신대학교,1,"104,613",3,1.7
2021,한국방송통신대학교,2,"91,600",3.2,1.6
2021,한국성서대학교,1,"1,058",20.3,16.3
2021,한국성서대학교,2,929,21.4,16.3
2021,한국예술종합학교,1,"2,647",12.3,6.7
2021,한국예술종합학교,2,"2,480",11.7,5.6
2021,한국외국어대학교,1,"17,522",10.5,7.8
2021,한국외국어대학교,2,"15,329",10.2,6
2021,한국전통문화대학교,1,613,6.7,3.1
2021,한국전통문화대학교,2,590,7.6,2.5
2021,한국체육대학교,1,"2,447",9.8,2.8
2021,한국체육대학교,2,"2,323",9.7,1.6
2021,한국침례신학대학교,1,"1,058",22,9.2
2021,한국침례신학대학교,2,999,22.3,7.5
2021,한국항공대학교,1,"3,816",14.1,11.1
2021,한국항공대학교,2,"3,522",15.4,11.3
2021,한남대학교,1,"10,858",11.2,7.5
2021,한남대학교,2,"10,090",11.1,6.4
2021,한동대학교,1,"3,955",15.4,10.6
2021,한동대학교,2,"3,652",16.2,10.6
2021,한라대학교,1,"3,420",12.1,8
2021,한라대학교,2,"2,940",13.7,8.2
2021,한림대학교,1,"7,806",12.4,9
2021,한림대학교,2,"7,292",12.6,7.5
2021,한서대학교,1,"6,809",15.7,11.7
2021,한서대학교,2,"6,295",16.9,11.4
2021,한성대학교,1,"6,610",12.4,9
2021,한성대학교,2,"6,244",13.3,8.8
2021,한세대학교,1,"2,561",17.5,15.3
2021,한세대학교,2,"2,352",18.7,16.1
2021,한신대학교,1,"5,410",14.1,11.5
2021,한신대학교,2,"4,952",14.5,11.4
2021,한양대학교,1,"25,280",10.2,6.9
2021,한양대학교,2,"23,595",10.7,6.8
2021,한일장신대학교,1,856,15.2,8.1
2021,한일장신대학교,2,792,15.3,7.7
2021,협성대학교,1,"4,180",15.6,11.6
2021,협성대학교,2,"3,906",15.4,10.8
2021,호남대학교,1,"6,890",10.2,6.5
2021,호남대학교,2,"6,622",10.4,6.7
2021,호남신학대학교,1,490,17.8,11.8
2021,호남신학대학교,2,468,15.4,8.5
2021,호서대학교,1,"12,108",14.1,10.9
2021,호서대학교,2,"11,295",14.3,9.5
2021,호원대학교,1,"5,273",16.7,11.7
2021,호원대학교,2,"4,692",17.5,9.7
2021,홍익대학교,1,"17,792",10.6,6.6
2021,홍익대학교,2,"17,039",11.2,6.8
2021,화성의과학대학교,1,467,2.1,1.5
2021,화성의과학대학교,2,433,1.6,1.4
2022,가야대학교(김해),1,"1,837",16.5,9.3
2022,가야대학교(김해),2,"1,759",17.1,10.4
2022,가천대학교,1,"19,370",10.6,8
2022,가천대학교,2,"18,629",11.4,8.2
2022,가톨릭관동대학교,1,"6,856",15.1,9.9
2022,가톨릭관동대학교,2,"6,433",16.1,10.3
2022,가톨릭꽃동네대학교,1,401,14.5,7
2022,가톨릭꽃동네대학교,2,389,17.2,6.9
2022,가톨릭대학교,1,"7,928",11.8,7.3
2022,가톨릭대학교,2,"7,505",11.7,6.6
2022,감리교신학대학교,1,635,17.6,10.2
2022,감리교신학대학교,2,597,19.9,12.1
2022,강남대학교,1,"6,325",13.4,9.3
2022,강남대학교,2,"5,908",14.1,8.5
2022,강서대학교,1,"1,560",13.1,10.3
2022,강서대학교,2,"1,392",13.8,10.9
2022,강원대학교,1,"18,630",10.1,3.9
2022,강원대학교,2,"17,534",10.9,3.4
2022,건국대학교,1,"22,047",11.8,7.6
2022,건국대학교,2,"20,548",12.3,7.1
2022,건양대학교,1,"6,438",10.2,5.3
2022,건양대학교,2,"6,262",10.7,4.4
2022,경기대학교,1,"13,243",11.6,7.5
2022,경기대학교,2,"12,612",11.7,6.7
2022,경남과학기술대학교,1,"3,294",0,0
2022,경남과학기술대학교,2,"3,216",0,0
2022,경남대학교,1,"10,194",11.5,4.9
2022,경남대학교,2,"9,466",12.6,5.1
2022,경동대학교,1,"7,067",16.7,12.8
2022,경동대학교,2,"6,821",18,12.8
2022,경북대학교,1,"21,028",8.4,1.9
2022,경북대학교,2,"19,533",9.1,1.5
2022,경상국립대학교,1,"14,185",12.1,2.8
2022,경상국립대학교,2,"13,454",12.6,2.3
2022,경성대학교,1,"11,785",14.5,8.9
2022,경성대학교,2,"11,132",14.8,7.9
2022,경운대학교,1,"4,207",13.1,8.1
2022,경운대학교,2,"3,901",16.1,9.9
2022,경인교육대학교,1,"2,564",6.2,1.8
2022,경인교육대학교,2,"2,462",6.3,1.1
2022,경일대학교,1,"6,852",13.1,7.3
2022,경일대학교,2,"6,464",13.4,7.1
2022,경희대학교,1,"25,998",9.7,5.1
2022,경희대학교,2,"23,802",10.1,5
2022,계명대학교,1,"20,753",12.7,7.6
2022,계명대학교,2,"19,559",13.3,7.5
2022,고려대학교,1,"26,003",8.8,5.7
2022,고려대학교,2,"23,977",9.5,6
2022,고신대학교,1,"3,534",14.9,7.6
2022,고신대학교,2,"3,213",16.3,8.1
2022,공주교육대학교,1,"1,388",4.7,1.4
2022,공주교육대학교,2,"1,352",5.6,1.8
2022,광신대학교,1,457,12.7,5
2022,광신대학교,2,426,13.8,6.1
2022,광운대학교,1,"8,496",10.5,6.5
2022,광운대학교,2,"7,968",10.5,6
2022,광주가톨릭대학교,1,60,0,0
2022,광주가톨릭대학교,2,59,0,0
2022,광주과학기술원,1,727,2.5,0.6
2022,광주과학기술원,2,696,2.4,0.3
2022,광주교육대학교,1,"1,307",5.9,2.1
2022,광주교육대학교,2,"1,261",6.1,1.7
2022,광주대학교,1,"6,368",10.4,4
2022,광주대학교,2,"5,989",10.8,4.2
2022,광주여자대학교,1,"3,766",11,4.9
2022,광주여자대학교,2,"3,446",11.8,5
2022,국립강릉원주대학교,1,"7,161",10.8,3
2022,국립강릉원주대학교,2,"6,836",11.2,2.6
2022,국립경국대학교,1,"4,900",10.1,2.4
2022,국립경국대학교,2,"4,690",10.6,2.2
2022,국립공주대학교,1,"12,154",8.4,3.2
2022,국립공주대학교,2,"11,590",8.6,2.6
2022,국립군산대학교,1,"6,611",9.2,2.5
2022,국립군산대학교,2,"5,802",10.2,2.3
2022,국립금오공과대학교,1,"5,188",9.8,2.7
2022,국립금오공과대학교,2,"4,948",11.1,2.3
2022,국립목포대학교,1,"6,386",11.2,2.5
2022,국립목포대학교,2,"5,871",12.6,1.7
2022,국립목포해양대학교,1,"2,530",16,2.4
2022,국립목포해양대학교,2,"2,432",23,2.9
2022,국립부경대학교,1,"15,213",8.8,3
2022,국립부경대학교,2,"14,222",9.2,2.3
2022,국립순천대학교,1,"6,466",9,2.8
2022,국립순천대학교,2,"6,144",9.8,2.1
2022,국립창원대학교,1,"7,401",8.5,2.6
2022,국립창원대학교,2,"7,076",9.1,1.9
2022,국립한국교통대학교,1,"7,927",10.8,4.1
2022,국립한국교통대학교,2,"7,539",11.2,3.1
2022,국립한국해양대학교,1,"6,178",11.9,3
2022,국립한국해양대학교,2,"5,861",13.8,2.3
2022,국립한밭대학교,1,"8,203",8.6,3.2
2022,국립한밭대학교,2,"7,800",9,2.6
2022,국민대학교,1,"14,562",12,8
2022,국민대학교,2,"13,773",13,8
2022,극동대학교,1,"2,933",17.9,13.3
2022,극동대학교,2,"2,779",19.8,14.6
2022,금강대학교,1,210,4.8,0
2022,금강대학교,2,167,9.6,1.8
